ИНН;КПП;ID СКУП;МРФ;Cубъект РФ;Полное наименование учреждения;Адрес учреждения;ФИО директора;Контактный телефон;Электронная почта;;;;;
6113015496;611301001;243464;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Калининская средняя общеобразовательная школа № 7;Ростовская область, Кагальницкий район, п. Двуречье, ул. Первомайская, 37;Жур Анна Сергеевна;8634593695;school7407@yandex.ru;3;1;1;;
6114007018;611401001;243465;Юг;Ростовская область;муниципальное бюджетное общеобразовательное учреждение Калитвенская средняя общеобразовательная школа Каменского района Ростовской области;Ростовская область, Каменский район, ст-ца Калитвенская, ул. Калинина, 35;Кулемина Юлия Борисовна;8636599199;kalitsosh@mail.ru;3;1;1;;
6114006744;611401001;243466;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Глубокинская средняя общеобразовательная школа №32 Каменского района Ростовской области;Ростовская область, Каменский район, рп. Глубокий, ул. Фрунзе, 86;Тараба Елена Александровна;8636595631;mou_cos32@mail.ru;3;1;1;;
6114007057;611401001;242435;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Астаховская средняя общеобразовательная школа Каменского района Ростовской области;Ростовская область, Каменский район, п. Молодежный, ул. Достоевского, 12;Перепелицын Алексей Владимирович;8636597735;sckola13@yandex.ru;3;1;1;;
6115003697;611501001;242436;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Кашарская средняя общеобразовательная школа;Ростовская область, Кашарский район, сл. Кашары, ул. Ленина, 62;Губарев Дмитрий Иванович;8638821207;kashskol@mail.ru;3;1;1;;
6115901845;611501001;242437;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Верхнемакееевская средняя общеобразовательная школа;Ростовская область, Кашарский район, сл. Верхнемакеевка, ул. Октябрьская, 42;Кузнецов Николай Сергеевич;8638830621;makeevka-sosh@yandex.ru;3;1;1;;
6115901806;611501001;242438;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Каменская основная общеобразовательная школа;Ростовская область, Кашарский район, с. Каменка, ул. Центральная, 17;Зыков Валерий Иванович;8638838138;kam-oosh@yandex.ru;3;1;1;;
6116003812;611601001;242440;Юг;Ростовская область;Государственное казенное общеобразовательное учреждение Ростовской области «Николаевская специальная школа-интернат»;Ростовская область, Константиновский район, ст-ца Николаевская, ул. Гагарина, 43;Острянская Анна Алексеевна;8639351181;ski_nikolaevskaya@rostobr.ru;3;1;1;;
6116006764;611601001;242441;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа №2 ;Ростовская область, Константиновский район, г. Константиновск, ул. Рылеева, 59;Некоз Елена Викторовна;8639360015;school2@konst.donpac.ru;3;1;1;;
6105005769;610501001;242982;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Верхнедонского района Мещеряковская средняя общеобразовательная школа;Ростовская область, Верхнедонской район, х. Мещеряковский, ул. Садовая, 27;Сычева Елена Владимировна;8636444123;mesherjakischools@mail.ru;3;1;1;;
6123014597;612301001;255232;Юг;Ростовская область;муниципальное бюджетное общеобразовательное учреждение Неклиновского района Вареновская средняя общеобразовательная школа;Ростовская область, Неклиновский район, с. Вареновка, ул. Советская, 125;Петренко Елена Александровна;8634725659;varensc@donpac.ru;3;1;1;;
6153015710;615301001;255237;Юг;Ростовская область;муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 1 г. Сальска;Ростовская область, Сальский район, г. Сальск, ул. Свободы, 58;Дубейковский Олег Викторович;8637273470;school1salsk@yandex.ru;3;1;1;;
6147017614;614701001;255300;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №2 города Каменск-Шахтинский;Ростовская область, г. Каменск-Шахтинский, ул. Мусина, 80;Гусева Марина Викторовна;8636550565;igor-shishkalov@yandex.ru;3;1;1;;
6166018726;616601001;255302;Юг;Ростовская область;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА РОСТОВА-НА-ДОНУ «ШКОЛА № 111 ИМЕНИ ДВАЖДЫ ГЕРОЯ СОВЕТСКОГО СОЮЗА ЛЕЛЮШЕНКО Д.Д.»;Ростовская область, г. Ростов-на-Дону, ул. Лелюшенко, 7;Бондарева Ольга Павловна;8632003313;gimnaziya111@mail.ru;3;1;1;;
6167057968;616701001;255303;Юг;Ростовская область;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА РОСТОВА-НА-ДОНУ «ГИМНАЗИЯ № 12»;РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, КОМСОМОЛЬСКАЯ УЛИЦА, 57/25;Репкина Капитолина Владимировна;8632515890;school12-rostov@yandex.ru;3;1;1;;
6161003701;616101001;255307;Юг;Ростовская область;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА РОСТОВА-НА-ДОНУ ""ШКОЛА № 99 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА НИКУЛИНОЙ Е.А.""";Ростовская область, г. Ростов-на-Дону, ул. Орбитальная, 50/1;Коновская Ольга Михайловна;8632334655;school99rnd@yandex.ru;3;1;1;;
6163022675;616301001;255310;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение города Ростова-на-Дону Лицей № 51 имени Капустина Бориса Владиславовича;РОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, ЧЕХОВА ПРОСПЕКТ, ДОМ 36/124;Ермаков Заури Тариэлевич;8632631620;licei51rd@yandex.ru;3;1;1;;
6167058023;616701001;255311;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение города Ростова-на-Дону Школа № 22;ОСТОВСКАЯ ОБЛАСТЬ, РОСТОВ-НА-ДОНУ ГОРОД, ТЕАТРАЛЬНЫЙ ПРОСПЕКТ, 48/266;Комаров Юрий Аркадиевич;8632640661;sch22sch22@yandex.ru;3;1;1;;
6154068987;615401001;255317;Юг;Ростовская область;Государственное казенное общеобразовательное учреждение Ростовской области «Таганрогская специальная школа № 19»;Ростовская область, г. Таганрог, ул. Черняховского, 4, корп.1;Лепшова Лариса Александровна;8634679792;skool19@mail.ru;3;1;1;;
6116006813;611601001;255321;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа №1;Ростовская область, Константиновский район, г. Константиновск, ул. 25 Октября, 57;Гапоненко Сергей Алексеевич;8639323434;school1@konst.donpac.ru;3;1;1;;
6154026024;615401001;243319;Юг;Ростовская область;Муниципальное автономное общеобразовательное учреждение средняя общеобразовательная школа № 12;Ростовская область, г. Таганрог, ул. Розы Люксембург, 240-2;Кондрахин Алексей Владимирович;8634649435;sch12@tagobr.ru;3;1;1;;
6121006544;612101001;242576;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Вербочанская средняя общеобразовательная школа;Ростовская область, Морозовский район, х. Вербочки, ул. Мира, 23 А;Золотько Светлана Алексеевна;8638437250;werbochki@rambler.ru;3;1;1;;
6127009936;612701001;242657;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Поливянская средняя общеобразовательная школа № 29 имени Героя Социалистического труда Владимира Сергеевича Погорельцева;РОСТОВСКАЯ ОБЛАСТЬ, РАЙОН ПЕСЧАНОКОПСКИЙ, СЕЛО ПОЛИВЯНКА, ПЕРЕУЛОК ПИОНЕРСКИЙ, 1;Гриднева Анна Александровна;8637395210;psch29@rambler.ru;3;1;1;;
6154076392;615401001;243327;Юг;Ростовская область;Муниципальное общеобразовательное бюджетное учреждение средняя общеобразовательная школа № 6;Ростовская область, г. Таганрог, ул. Инициативная, 38;Муразян Оксана Викторовна;8634601733;sch6@tagobr.ru;3;1;1;;
6119007364;611901001;242506;Юг;Ростовская область;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ РЯЖЕНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА ВЛАДИМИРА ВЕНЕДИКТОВИЧА ЕСАУЛЕНКО;Ростовская область, Матвеево-Курганский район, с. Ряженое, ул. Лермонтова, 1;Бухтиярова Галина Валентиновна;8634124721;mk772@mail.ru;3;1;1;;
6163022682;616301001;245887;Юг;Ростовская область;Муниципальное автономное общеобразовательное учреждение города Ростова-на-Дону Школа № 53 имени Б.Н. Слюсаря;Ростовская область, г. Ростов-на-Дону, ул. Малюгиной, 212/96;Дударь Каринэ Юрьевна;8632108757;sch53rd@yandex.ru;3;1;1;;
6108005407;610801001;243397;Юг;Ростовская область;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДУБОВСКАЯ НАЧАЛЬНАЯ ШКОЛА № 1;Ростовская область, Дубовский район, с. Дубовское, ул. Садовая, 8;Плетнёва Наталья Владимировна;8637751360;dnsh2018@yandex.ru;3;1;1;;
6151002699;615101001;243116;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №25 города Новошахтинска;Ростовская область, г. Новошахтинск, ул. Краснофлотская, 22\8;Сёмка Марина Анатольевна;8636922373;nata-nikolaevna25@yandex.ru;3;1;1;;
6101028807;610101001;242852;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Христичанская основная общеобразовательная школа Азовского района;Ростовская область, Азовский район, х. Христичево, ул. Школьная, 28;Бокова Марина Ивановна;8634296216;hristichewo@yandex.ru;3;1;1;;
6166018606;616601001;243179;Юг;Ростовская область;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА РОСТОВА-НА-ДОНУ «ШКОЛА № 18 ИМЕНИ КОМИССАРА РОСТОВСКОГО СТРЕЛКОВОГО ПОЛКА НАРОДНОГО ОПОЛЧЕНИЯ 56-АРМИИ ШТАХАНОВСКОГО П.А.»;Ростовская область, г. Ростов-на-Дону, ул. Штахановского, 18;Аксенова Марина Николаевна;8632527213;mbousosh.18@mail.ru;3;1;1;;
6151002875;615101001;243123;Юг;Ростовская область;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №1 ГОРОДА НОВОШАХТИНСКА ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА КОРШУНОВА КОНСТАНТИНА ИОНОВИЧА;Ростовская область, г. Новошахтинск, пр-кт Ленина, 40/9/8 А;Рыбасова Анжелла Владимировна;8636921368;mousosch-1@mail.ru;3;1;1;;
6165100390;616501001;243251;Юг;Ростовская область;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ
ОБЩЕОБРАЗОВАТЕЛЬНОЕ
УЧРЕЖДЕНИЕ ГОРОДА РОСТОВА-НА-
ДОНУ «ЛИЦЕЙ МНОГОПРОФИЛЬНЫЙ
№ 69 ИМЕНИ ПЕСКОВА ЮРИЯ
АЛЕКСАНДРОВИЧА»";Ростовская область, г. Ростов-на-Дону, пр-кт Ленина, 83 А;Яровой Вадим Витальевич;8632104091;licey69@yandex.ru;3;1;1;;
6105005790;610501001;242983;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Верхнедонского района Верхняковская СОШ;Ростовская область, Верхнедонской район, х. Верхняховский, ул. Административная, 4;Яшкина Елена Григорьевна;8636444639;verhchool@yandex.ru;3;1;1;;
6128007434;612801001;242720;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Привольненская начальная общеобразовательная школа Пролетарского района Ростовской области;Ростовская область, Пролетарский район, х. Привольный, ул. Свободная, 20/1;Дуванская Татьяна Юрьевна;9281649952;priwolniy2012@yandex.ru;3;1;1;;
6153015566;615301001;242790;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 5 г. Сальска;Ростовская область, Сальский район, г. Сальск, ул. Карла Маркса, 21 А;Самохина Наталия Олеговна;8637253614;school5.00@mail.ru;3;1;1;;
6121006551;612101001;242518;Юг;Ростовская область;Муниципальное общеобразовательное учреждение Широко-Атаманская основная общеобразовательная школа;Ростовская область, Морозовский район, х. Широко-Атамановский, ул. Мира, 33;Исаева Галина Валерьевна;8638434231;shiroko-atamanskaja@yandex.ru;3;1;1;;
6149007001;614901001;242515;Юг;Ростовская область;"Муниципальное бюджетное общеобразовательное учреждение ""Волошинская средняя общеобразовательная школа"" Родионово-Несветайского района";Ростовская область, Миллеровский район, х. Волошино, ул. Советская, 39;Ищенко Николай Иванович;8638557735;voloshinskaja_sh@mail.ru;3;1;1;;
6123008988;612301001;245934;Юг;Ростовская область;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ПРИМОРСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА, ГЕНЕРАЛ-ЛЕЙТЕНАНТА В.Л.НЕВЕРОВА;Ростовская область, Неклиновский район, с. Приморка, ул. Советская, 2;Зимовец Ирина Викторовна;8634725124;primorsc@mail.ru;3;1;1;;
6113015440;611301001;243463;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Вишневская средняя общеобразовательная школа № 2;Ростовская область, Кагальницкий район, п. Мокрый Батай, ул. 40 лет Победы, 36;Бабичева Светлана Алексеевна;8634592633;School-2700@yandex.ru;3;1;1;;
6161025952;616101001;253589;Юг;Ростовская область;Муниципальное автономное общеобразовательное учреждение города Ростова-на-Дону Школа № 30;Ростовская область, г. Ростов-на-Дону, б-р Комарова, 28/3;Кильченко Елена Станиславовна;8632334904;school_30@bk.ru;3;1;1;;
6119007212;611901001;242508;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Марфинская средняя общеобразовательная школа;Ростовская область, Матвеево-Курганский район, с. Марфинка, ул. Центральная, 2;Бойко Елена Николаевна;8634127206;marfinschool@rambler.ru;3;1;1;;
6119007357;611901001;242509;Юг;Ростовская область;муниципальное бюджетное общеобразовательное учреждение Малокирсановская средняя общеобразовательная школа имени дважды Героя Советского Союза Павла Степановича Кутахова;Ростовская область, Матвеево-Курганский район, с. Малокирсановка, пер. Школьный, 31;Семенченко Александр Николаевич;8634136415;mkur777@mail.ru;3;1;1;;
6149002660;614901001;242516;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Камышинская начальная общеобразовательная школа - филиал муниципального бюджетного общеобразовательного учреждения Нагольненской средней общеобразовательной школы;Ростовская область, Миллеровский район, с. Нижнекамышинка, пер. Школьный, 1;Сурнин Алексей Яковлевич;8638555435;nagolnenskay@rambler.ru;3;1;1;;
6121006390;612101001;242578;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Знаменская средняя общеобразовательная школа;Ростовская область, Морозовский район, п. Знаменка, ул. Ленина, 22;Черкасова Инна Петровна;8638433225;znamenka2007@yandex.ru;3;1;1;;
6121006424;612101001;242579;Юг;Ростовская область;муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №1;Ростовская область, Морозовский район, г. Морозовск, ул. Карла Маркса, 5;Рыкова Инна Сергеевна;8634756150;mou-luna@mail.ru;3;1;1;;
6123010190;612301001;242582;Юг;Ростовская область;муниципальное бюджетное общеобразовательное учреждение Приютинская средняя общеобразовательная школа;Ростовская область, Неклиновский район, х. Приют, ул. Космическая, 47;Бутовец Наталья Борисовна;8634752159;prijut-88@mail.ru;3;1;1;;
6123010151;612301001;242583;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Троицкая средняя общеобразовательная школа имени Д.И. Адамова;Ростовская область, Неклиновский район, с. Троицкое, ул. Ленина, 74;Цюман Елена Борисовна;8634756149;tsch74@mail.ru;3;1;1;;
6123010137;612301001;242584;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Советинская средняя общеобразовательная школа имени Героя Советского Союза И.И.Лободина;Ростовская область, Неклиновский район, с. Советка, ул. Школьная, 1 А;Ашихман Галина Ивановна;8634737182;sovetsc@mail.ru;3;1;1;;
6123014621;612301001;242588;Юг;Ростовская область;муниципальное бюджетное общеобразовательное учреждение Никольская основная общеобразовательная школа;Ростовская область, Неклиновский район, с. Никольское, ул. Центральная, 2;Соколова Елена Николаевна;9043470291;diretornos2007@yandex.ru;3;1;1;;
6123008811;612301001;242589;Юг;Ростовская область;Государственное бюджетное общеобразовательное учреждение Ростовской области «Неклиновская школа-интернат с первоначальной летной подготовкой им. Четвертой Краснознаменной Воздушной Армии»;Ростовская обл., Неклиновский р-н, с. Николаевка, Юго-Восточная тер.;Гольдберг Леонид Исаакович;8634603998;Goushi_neklin@rostobr.ru;3;1;1;;
6123014639;612301001;242590;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Натальевская средняя общеобразовательная школа;Ростовская область, Неклиновский район, с. Натальевка, ул. Острвоского, 30 А;Устименко Александр Иванович;8634759118;natalschool@mail.ru;3;1;1;;
6123010183;612301001;242591;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Ефремовская средняя общеобразовательная школа;Ростовская область, Неклиновский район, с. Ефремовка, ул. Советская, 7;Мисиков Валерий Дмитриевич;8634753430;efremsc@mail.ru;3;1;1;;
6123014011;612301001;242592;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Весело-Вознесенская средняя общеобразовательная школа имени Героя Советского Союза Потемкина А.Н.;Ростовская область, Неклиновский район, с. Весело-Вознесенка, ул. Школьная, 3 А;Синеокова Елена Павловна;8634753953;sineockova@mail.ru;3;1;1;;
6125015853;612501001;242650;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 52;Ростовская область, Октябрьский район, ст-ца Заплавская, ул. Школьная, 37;Световой Вячеслав Валерьевич;8636037441;Zp.School52@mail.ru;3;1;1;;
6127009887;612701001;242659;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Николаевская средняя общеобразовательная школа №30;Ростовская область, Песчанокопский район, с. Николаевка, ул. Мариненко, 6;Паршина Татьяна Анатольевна;8637395323;nikolaevsoch.30@yandex.ru;3;1;1;;
6127009774;612701001;242660;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Краснополянская средняя общеобразовательная школа № 32 имени Героя Советского Союза Михаила Григорьевича Владимирова;Ростовская область, Песчанокопский район, с. Красная Поляна, пл. Школьная, 3;Сасина Елена Нколаевна;8637394522;mishkar77@yandex.ru;3;1;1;;
6127009870;612701001;242661;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Жуковская средняя общеобразовательная школа № 22;Ростовская область, Песчанокопский район, с. Жуковское, ул. 1 Мая, 26;Царёва Людмила Анатольевна;8637393347;jsch22secretar@yandex.ru;3;1;1;;
6133002287;613301001;242796;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Ерофеевская основная общеобразовательная школа;Ростовская область, Тарасовский район, х. Ерофеевка, ул. Школьная, 15;Павлова Татьяна Владимировна;8638638134;erofeevka-2011@yandex.ru;3;1;1;;
6134006164;613401001;242800;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Ковылкинская средняя общеобразовательная школа;Ростовская область, Тацинский район, х. Ковылкин, ул. Советская, 9;Пузанова Ольга /Анатольевна;8639724519;moukovscool@yandex.ru;3;1;1;;
6133001903;613301001;242803;Юг;Ростовская область;Государственное казенное общеобразовательное учреждение Ростовской области «Колушкинская специальная школа-интернат»;Ростовская область, Тацинский район, с. Колушкино, ул. Лесная, 8 А;Землянская Людмила Григорьевна;8638637720;ski_kolushkino@rostobr.ru;3;1;1;;
6134006157;613401001;242804;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Суховская средняя общеобразовательная школа;Ростовская область, Тацинский район, п. Новосуховый, ул. Административная, 7;Русанова Светлана Андреевна;8639724147;suhovka@mail.ru;3;1;1;;
6101023252;610101001;242857;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Новотроицкая основная общеобразовательная школа Азовского района;Ростовская область, Азовский район, с. Новотроицкое, ул. Школьная, 12;Мершина Елена Анатольевна;8634294644;mounov-troick@mail.ru;3;1;1;;
6137006010;613701001;242860;Юг;Ростовская область;муниципальное бюджетное общеобразовательное учреждение Маркинская средняя общеобразовательная школа Цимлянского района Ростовской области;Ростовская область, Цимлянский район, ст-ца Маркинская, ул. 40 лет Победы, 6;Малахова Светлана Стефановна;8639142192;cimmarsh@mail.ru;3;1;1;;
6137005916;613701001;242862;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Саркеловская средняя общеобразовательная школа Цимлянского района Ростовской области;Ростовская область, Цимлянский район, п. Саркел, ул. Винзаводская, 1;Солонович Сергей Леонидович;8639146622;chcolsarkel@mail.ru;3;1;1;;
6101029543;610101001;242909;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Маргаритовская средняя общеобразовательная школа Азовского района;Ростовская область, Азовский район, с. Маргаритово, ул. Школьная, 15;Красников Сергей Васильевич;8634290234;margsosh@yandex.ru;3;1;1;;
6101029303;610101001;242913;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Круглянская средняя общеобразовательная школа Азовского района;Ростовская область, Азовский район, с. Круглое, ул. Мира, 73;Девяткина Татьяна Леонидовна;8634291144;schoolkrygloe@rambler.ru;3;1;1;;
6101029335;610101001;242915;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Займо-Обрывская средняя общеобразовательная школа Азовского района;Ростовская область, Азовский район, с. Займо-Обрыв, пер. Октябрьский, 12;Грибкова Татьяна Анатольевна;8634239462;z-obriv_school@mail.ru;3;1;1;;
6101023686;610101001;242920;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Красносадовская средняя общеобразовательная школа Азовского района;Ростовская область, Азовский район, п. Красный Сад, ул. Лунева, 1 А;Мезинова Галина Евгеньевна;8635423738;krsadchool@mail.ru;3;1;1;;
6106004454;610601001;242989;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Кировская средняя общеобразовательная школа;Ростовская область, Веселовский район, п. Средний Маныч, ул. Просвещение, 22 А;Ульяненко Галина Николаевна;8635869443;kirovskayasosh@yandex.ru;3;1;1;;
6141018379;614101001;243047;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа №4 с углубленным изучением отдельных предметов;Ростовская область, г. Батайск, ул. Белорусская, 86;Збыковская Галина Дмитриевна;8635499202;batayskschool4@yandex.ru;3;1;1;;
6145006790;614501001;243056;Юг;Ростовская область;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №2 ИМЕНИ А.П.МАРЕСЬЕВА МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД ДОНЕЦК""";Ростовская область, г. Донецк, пр-кт Мира, 31;Фролов Евгений Валерьевич;8636823448;school2don@yandex.ru;3;1;1;;
6147021829;614701001;243060;Юг;Ростовская область;Государственное бюджетное общеобразовательное учреждение Ростовской области «Каменск-Шахтинская школа-интернат»;Ростовская область, г. Каменск-Шахтинский, ул. Пивоварова, 16;Пискунова Галина Александровна;8636540497;goushi_ks_2@rostobr.ru;3;1;1;;
6166018684;616601001;243191;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение города Ростова-на-Дону Школа № 84 имени Героя России Дмитрия Петрова;Ростовская область, г. Ростов-на-Дону, ул. Киргизская, 41;Гонсалес Филипп Филиппович;8632528391;mousosh84@yandex.ru;3;1;1;;
6161025960;616101001;243252;Юг;Ростовская область;муниципальное бюджетное общеобразовательное учреждение города Ростова-на-Дону Гимназия № 34 имени Д.М.Чумаченко;Ростовская область, г. Ростов-на-Дону, пр-кт Ленина, 64/2;Чередников Игорь Анатольевич;8632430949;gimnazia.34@yandex.ru;3;1;1;;
6165090991;616501001;243264;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение города Ростова-на-Дону Школа № 68 имени 56-й Армии;Ростовская область, г. Ростов-на-Дону, пер. Госпитальный, д. 1/52;Кечетжиева Людмила Кеворковна;8632774572;sch68rd@rambler.ru;3;1;1;;
6108005742;610801001;243393;Юг;Ростовская область;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КОМИССАРОВСКАЯ СРЕДНЯЯ ШКОЛА № 9 ИМЕНИ ГЕРОЯ СОВЕТСКОГО СОЮЗА СЕМЕНА ВАСИЛЬЕВИЧА РЫБАЛЬЧЕНКО;Ростовская область, Дубовский район, х. Сиротский, ул. Школьная, 1;Кукса Раиса Викторовна;8637755290;komissarovka09@rambler.ru;3;1;1;;
6161024388;616101001;245885;Юг;Ростовская область;МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА РОСТОВА-НА-ДОНУ «ШКОЛА № 96 ЭВРИКА-РАЗВИТИЕ ИМЕНИ НАГИБИНА МИХАИЛА ВАСИЛЬЕВИЧА»;Ростовская область, г. Ростов-на-Дону, ул. Волкова, 6/2;Гринько Зинаида Алексеевна;8632333011;eureka-rostov@yandex.ru;3;1;1;;
6143010431;614301001;253581;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение Лицей Политэк г.Волгодонска;Ростовская область, г. Волгодонск, пр-кт Мира, 47;Белякова Людмила Валерьенва;8639240947;mou1920@mail.ru;3;1;1;;
6143039141;614301001;253582;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение средняя школа №22 г. Волгодонска;Ростовская область, г. Волгодонск, б-р Великой Победы, 14;Венидиктова Татьяна Сергеевна;8639246987;mou22vd@mail.ru;3;1;1;;
6166036404;616601001;253583;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение города Ростова-на-Дону Школа № 113;Ростовская область, г. Ростов-на-Дону, ул. Туполева, 2/2;Воронина Инна Анатольевна;8632915955;mbousosh113@mail.ru;3;1;1;;
6168042107;616801001;253584;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение города Ростова-на-Дону Лицей № 58;Ростовская область, г. Ростов-на-Дону, ул. Содружества, 43;Серова Елена Константиновна;8632435346;58roos@mail.ru;3;1;1;;
6161025991;616101001;253585;Юг;Ростовская область;Муниципальное бюджетное общеобразовательное учреждение города Ростова-на-Дону Школа № 65 с углубленным изучением английского языка;Ростовская область, г. Ростов-на-Дону, ул. Волкова, 6/3;Бут Марина Виталиевна;8632334123;sch_angl65@mail.ru;3;1;1;;
6161022285;616101001;253586;Юг;Ростовская область;Муниципальное автономное общеобразовательное учреждение города Ростова-на-Дону Гимназия № 76 имени Героя Советского Союза А.А. Никандровой;Ростовская область, г. Ростов-на-Дону, ул. Волкова, 5/6;Кулинченко Петр Викторович;8632334990;sch76@aaanet.ru;3;1;1;;
